profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,,chrome 62.0,,desktop
D5306 Build/19.4.A.0.182 | UnknownOS | chrome 54.0 for android | UnknownScreen,D5306 Build/19.4.A.0.182,,chrome 54.0 for android,,mobile
MacOS | Mac OS X 10_9_5 | chrome 61.0 | 1920x1200,MacOS,Mac OS X 10_9_5,chrome 61.0,1920x1200,desktop
Windows | Windows 10 | chrome 62.0 | 1280x768,Windows,Windows 10,chrome 62.0,1280x768,desktop
rv:11.0 | Windows 7 | ie 11.0 for desktop | 1440x900,rv:11.0,Windows 7,ie 11.0 for desktop,1440x900,desktop
SM-A520F Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-A520F Build/NRD90M,,chrome 62.0 for android,,mobile
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1366x768,Trident/7.0,Windows 10,ie 11.0 for desktop,1366x768,desktop
iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.0.1,mobile safari 11.0,2208x1242,mobile
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1136x640,iOS Device,iOS 10.2.1,mobile safari 10.0,1136x640,mobile
XT1003 | UnknownOS | chrome 62.0 for android | UnknownScreen,XT1003,,chrome 62.0 for android,,mobile
SM-T230 Build/KOT49H | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-T230 Build/KOT49H,,chrome 62.0 for android,,mobile
UnknownDevice | UnknownOS | firefox | UnknownScreen,,,firefox,,desktop
Windows | UnknownOS | firefox 56.0 | UnknownScreen,Windows,,firefox 56.0,,desktop
UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,,,chrome 63.0,,desktop
SM-J510FN | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J510FN,,chrome 62.0 for android,,mobile
7055A Build/KVT49L | UnknownOS | chrome 59.0 for android | UnknownScreen,7055A Build/KVT49L,,chrome 59.0 for android,,mobile
Lenovo | UnknownOS | chrome 62.0 for android | UnknownScreen,Lenovo,,chrome 62.0 for android,,mobile
SM-G935T Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G935T Build/NRD90M,,chrome 62.0 for android,,mobile
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1280x800,MacOS,Mac OS X 10_13_2,chrome 63.0,1280x800,desktop
5010S Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,5010S Build/MRA58K,,chrome 62.0 for android,,mobile
UnknownDevice | Android | chrome 63.0 | 1280x720,,Android,chrome 63.0,1280x720,mobile
M4 SS4450 Build/MRA58K | UnknownOS | chrome 55.0 for android | UnknownScreen,M4 SS4450 Build/MRA58K,,chrome 55.0 for android,,mobile
Windows | Windows 10 | edge 16.0 | 1920x1080,Windows,Windows 10,edge 16.0,1920x1080,desktop
LG-M700 Build/NMF26X | UnknownOS | chrome 58.0 for android | UnknownScreen,LG-M700 Build/NMF26X,,chrome 58.0 for android,,mobile
5054N | UnknownOS | chrome 61.0 for android | UnknownScreen,5054N,,chrome 61.0 for android,,mobile
F3213 Build/36.1.A.1.86 | UnknownOS | chrome 62.0 for android | UnknownScreen,F3213 Build/36.1.A.1.86,,chrome 62.0 for android,,mobile
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 60.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,,chrome 60.0 for android,,mobile
LG-H870 Build/NRD90U | UnknownOS | chrome 61.0 for android | UnknownScreen,LG-H870 Build/NRD90U,,chrome 61.0 for android,,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 51.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,,chrome 51.0 for android,,mobile
SM-J701M Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J701M Build/NRD90M,,chrome 62.0 for android,,mobile
rv:52.0 | Windows 7 | firefox 52.0 | 1920x1080,rv:52.0,Windows 7,firefox 52.0,1920x1080,desktop
Windows | Windows 10 | chrome 63.0 | 1920x1080,Windows,Windows 10,chrome 63.0,1920x1080,desktop
SM-G610M Build/MMB29K | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G610M Build/MMB29K,,chrome 62.0 for android,,mobile
HUAWEI CUN-L03 Build/HUAWEICUN-L03 | UnknownOS | chrome 50.0 for android | UnknownScreen,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 50.0 for android,,mobile
Windows | Windows 10 | edge 15.0 | 1680x1050,Windows,Windows 10,edge 15.0,1680x1050,desktop
MacOS | Mac OS X 10_11_6 | safari generic | 2560x1600,MacOS,Mac OS X 10_11_6,safari generic,2560x1600,desktop
MDDRJS | Windows 7 | ie 11.0 for desktop | 1440x900,MDDRJS,Windows 7,ie 11.0 for desktop,1440x900,desktop
SM-G955F Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G955F Build/NRD90M,,chrome 62.0 for android,,mobile
UnknownDevice | Linux | chrome 62.0 | 1366x768,,Linux,chrome 62.0,1366x768,desktop
LG-H650 Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-H650 Build/MRA58K,,chrome 62.0 for android,,mobile
SAMSUNG-SGH-I337 Build/KOT49H | UnknownOS | chrome 62.0 for android | UnknownScreen,SAMSUNG-SGH-I337 Build/KOT49H,,chrome 62.0 for android,,mobile
LG-K220 Build/MXB48T | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-K220 Build/MXB48T,,chrome 62.0 for android,,mobile
UnknownDevice | UnknownOS | edge 15.0 | UnknownScreen,,,edge 15.0,,desktop
UnknownDevice | UnknownOS | chrome 60.0 | UnknownScreen,,,chrome 60.0,,desktop
SAMSUNG SM-G531H Build/LMY48B | UnknownOS | Samsung/SM-G531H | UnknownScreen,SAMSUNG SM-G531H Build/LMY48B,,Samsung/SM-G531H,,mobile
SM-G928G Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G928G Build/NRD90M,,chrome 63.0 for android,,mobile
iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2224x1668,iOS Device,iOS 11.1.0,mobile safari 11.0,2224x1668,mobile
Hisense L675 Build/MRA58K | UnknownOS | chrome 60.0 for android | UnknownScreen,Hisense L675 Build/MRA58K,,chrome 60.0 for android,,mobile
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2001x1125,iOS Device,iOS 10.2.1,mobile safari 10.0,2001x1125,mobile
HUAWEI CUN-L03 Build/HUAWEICUN-L03 | UnknownOS | chrome 62.0 for android | UnknownScreen,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 62.0 for android,,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 63.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,,chrome 63.0 for android,,mobile
PRA-LX3 Build/HUAWEIPRA-LX3 | UnknownOS | chrome 62.0 for android | UnknownScreen,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 62.0 for android,,mobile
Windows | Windows 7 | chrome 62.0 | 1600x900,Windows,Windows 7,chrome 62.0,1600x900,desktop
Windows NT 6.2 | UnknownOS | ie | UnknownScreen,Windows NT 6.2,,ie,,desktop
Windows | Windows 7 | firefox 57.0 | 1280x1024,Windows,Windows 7,firefox 57.0,1280x1024,desktop
Windows | Windows 7 | chrome 55.0 | 1920x1080,Windows,Windows 7,chrome 55.0,1920x1080,desktop
MotoG3 Build/MPIS24.107-55-2-17 | UnknownOS | chrome 58.0 for android | UnknownScreen,MotoG3 Build/MPIS24.107-55-2-17,,chrome 58.0 for android,,mobile
rv:52.0 | UnknownOS | firefox | UnknownScreen,rv:52.0,,firefox,,desktop
MacOS | Mac OS X 10_12_1 | safari generic | 1920x1080,MacOS,Mac OS X 10_12_1,safari generic,1920x1080,desktop
Windows | Windows 10 | chrome 62.0 | 2736x1824,Windows,Windows 10,chrome 62.0,2736x1824,desktop
QTAIR7 Build/LMY47D | Android | chrome 62.0 for android | 1920x1200,QTAIR7 Build/LMY47D,Android,chrome 62.0 for android,1920x1200,mobile
Moto Z2 Play Build/NPS26.74-16-1 | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto Z2 Play Build/NPS26.74-16-1,,chrome 62.0 for android,,mobile
F3113 Build/33.3.A.1.97 | UnknownOS | chrome 62.0 for android | UnknownScreen,F3113 Build/33.3.A.1.97,,chrome 62.0 for android,,mobile
SM-G930V Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
SM-J111M Build/LMY47V | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J111M Build/LMY47V,,chrome 62.0 for android,,mobile
WAS-LX3 Build/HUAWEIWAS-LX3 | UnknownOS | chrome 62.0 for android | UnknownScreen,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 62.0 for android,,mobile
ILIUM | UnknownOS | chrome 59.0 for android | UnknownScreen,ILIUM,,chrome 59.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | chrome 63.0 | 2880x1800,MacOS,Mac OS X 10_13_1,chrome 63.0,2880x1800,desktop
MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1920x1080,MacOS,Mac OS X 10_13_1,chrome 62.0,1920x1080,desktop
Android 5.1 | UnknownOS | other | UnknownScreen,Android 5.1,,other,,mobile
XT1058 Build/LPAS23.12-21.7-1 | UnknownOS | chrome 62.0 for android | UnknownScreen,XT1058 Build/LPAS23.12-21.7-1,,chrome 62.0 for android,,mobile
iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640,iOS Device,iOS 11.1.2,mobile safari 11.0,1136x640,mobile
SAMSUNG | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG,,samsung browser 6.2,,mobile
SM-G950F Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G950F Build/NRD90M,,chrome 62.0 for android,,mobile
Windows | Windows 10 | chrome 62.0 | 3200x1800,Windows,Windows 10,chrome 62.0,3200x1800,desktop
SKY_5.0LM | UnknownOS | chrome 62.0 for android | UnknownScreen,SKY_5.0LM,,chrome 62.0 for android,,mobile
SM-A320Y Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-A320Y Build/NRD90M,,chrome 62.0 for android,,mobile
iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1136x640,iOS Device,iOS 11.1.1,mobile safari 11.0,1136x640,mobile
HUAWEI | UnknownOS | chrome 62.0 for android | UnknownScreen,HUAWEI,,chrome 62.0 for android,,mobile
SM-J700M Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J700M Build/MMB29K,,chrome 63.0 for android,,mobile
VerykoolS5030 | UnknownOS | chrome 61.0 for android | UnknownScreen,VerykoolS5030,,chrome 61.0 for android,,mobile
SM-J320P Build/LMY47X | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J320P Build/LMY47X,,chrome 63.0 for android,,mobile
Ilium X710 Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,Ilium X710 Build/MRA58K,,chrome 62.0 for android,,mobile
Windows | Windows 10 | edge 16.0 | UnknownScreen,Windows,Windows 10,edge 16.0,,desktop
LG-D693n Build/LRX22G | UnknownOS | chrome 59.0 for android | UnknownScreen,LG-D693n Build/LRX22G,,chrome 59.0 for android,,mobile
SLA-L03 Build/HUAWEISLA-L03 | UnknownOS | chrome 63.0 for android | UnknownScreen,SLA-L03 Build/HUAWEISLA-L03,,chrome 63.0 for android,,mobile
MacOS | Mac OS X 10_11_6 | safari generic | 1920x1080,MacOS,Mac OS X 10_11_6,safari generic,1920x1080,desktop
Trident/7.0 | Windows 10 | ie 11.0 for tablet | UnknownScreen,Trident/7.0,Windows 10,ie 11.0 for tablet,,desktop
iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile
iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.3.1,mobile safari 10.0,2048x1536,mobile
iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536,mobile
Windows | Windows 10 | chrome 63.0 | 1366x768,Windows,Windows 10,chrome 63.0,1366x768,desktop
Lenovo A2016b30 Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,Lenovo A2016b30 Build/MRA58K,,chrome 62.0 for android,,mobile
Windows | Windows XP | firefox 52.0 | 1280x768,Windows,Windows XP,firefox 52.0,1280x768,desktop
LG-H871 | Android 7.0 | firefox | 2672x1440,LG-H871,Android 7.0,firefox,2672x1440,mobile
iOS Device | iOS 10.3.1 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.3.1,mobile safari 10.0,1334x750,mobile
LG-K500 Build/MMB29M | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-K500 Build/MMB29M,,chrome 62.0 for android,,mobile
XT1032 Build/LPBS23.13-56-2 | UnknownOS | chrome 62.0 for android | UnknownScreen,XT1032 Build/LPBS23.13-56-2,,chrome 62.0 for android,,mobile
SM-G955U Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2220x1080,SM-G955U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,mobile
LG-D693n Build/LRX22G | UnknownOS | chrome | UnknownScreen,LG-D693n Build/LRX22G,,chrome,,mobile
UnknownDevice | UnknownOS | chrome 57.0 | UnknownScreen,,,chrome 57.0,,desktop
SM-G532M Build/MMB29T | UnknownOS | chrome 52.0 for android | UnknownScreen,SM-G532M Build/MMB29T,,chrome 52.0 for android,,mobile
Windows | Windows 10 | edge 14.0 | UnknownScreen,Windows,Windows 10,edge 14.0,,desktop
XT1032 Build/KXB21.14-L1.40 | UnknownOS | chrome generic | UnknownScreen,XT1032 Build/KXB21.14-L1.40,,chrome generic,,mobile
Windows | Windows 10 | edge 15.0 | 1280x1024,Windows,Windows 10,edge 15.0,1280x1024,desktop
rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 1280x800,rv:57.0,Mac OS X 10.11,firefox 57.0,1280x800,desktop
LG-X180g Build/LMY47I | UnknownOS | chrome 60.0 for android | UnknownScreen,LG-X180g Build/LMY47I,,chrome 60.0 for android,,mobile
Blade | UnknownOS | chrome 62.0 for android | UnknownScreen,Blade,,chrome 62.0 for android,,mobile
UnknownDevice | UnknownOS | chrome 55.0 | UnknownScreen,,,chrome 55.0,,desktop
SM-J700M Build/LMY48B | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J700M Build/LMY48B,,chrome 62.0 for android,,mobile
LG-X210 Build/LMY47I | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-X210 Build/LMY47I,,chrome 62.0 for android,,mobile
Moto G (5) Plus Build/NPN25.137-72 | UnknownOS | chrome generic | UnknownScreen,Moto G (5) Plus Build/NPN25.137-72,,chrome generic,,mobile
LG-M700 Build/NMF26X | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-M700 Build/NMF26X,,chrome 62.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | safari generic | 5120x2880,MacOS,Mac OS X 10_13_1,safari generic,5120x2880,desktop
SM-T713 Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-T713 Build/NRD90M,,chrome 62.0 for android,,mobile
HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | UnknownOS | chrome 61.0 for android | UnknownScreen,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 61.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | safari generic | 2560x1600,MacOS,Mac OS X 10_13_1,safari generic,2560x1600,desktop
XT1040 | UnknownOS | chrome 62.0 for android | UnknownScreen,XT1040,,chrome 62.0 for android,,mobile
iOS Device | iOS 10.3.1 | mobile safari generic | 1334x750,iOS Device,iOS 10.3.1,mobile safari generic,1334x750,mobile
LG-X180g Build/LMY47I | UnknownOS | chrome 61.0 for android | UnknownScreen,LG-X180g Build/LMY47I,,chrome 61.0 for android,,mobile
Windows | Windows 8.1 | chrome 63.0 | 1600x900,Windows,Windows 8.1,chrome 63.0,1600x900,desktop
Moto G Play Build/MPIS24.241-15.3-7 | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto G Play Build/MPIS24.241-15.3-7,,chrome 62.0 for android,,mobile
E6853 | UnknownOS | chrome 62.0 for android | UnknownScreen,E6853,,chrome 62.0 for android,,mobile
F8331 | UnknownOS | chrome 62.0 for android | UnknownScreen,F8331,,chrome 62.0 for android,,mobile
LG-M154 | UnknownOS | chrome 63.0 for android | UnknownScreen,LG-M154,,chrome 63.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1440x900,MacOS,Mac OS X 10_13_1,chrome 62.0,1440x900,desktop
8050G Build/LMY47I | UnknownOS | chrome 46.0 for android | UnknownScreen,8050G Build/LMY47I,,chrome 46.0 for android,,mobile
HELIO | UnknownOS | chrome 59.0 for android | UnknownScreen,HELIO,,chrome 59.0 for android,,mobile
MotoG3 Build/MPI24.65-33.1-2 | UnknownOS | chrome 63.0 for android | UnknownScreen,MotoG3 Build/MPI24.65-33.1-2,,chrome 63.0 for android,,mobile
rv:55.0 | Windows 7 | firefox 55.0 | 1366x768,rv:55.0,Windows 7,firefox 55.0,1366x768,desktop
Lenovo TB-7703X Build/S100 | UnknownOS | chrome 63.0 for android | UnknownScreen,Lenovo TB-7703X Build/S100,,chrome 63.0 for android,,mobile
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1600x900,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x900,desktop
LT30p | UnknownOS | chrome 50.0 for android | UnknownScreen,LT30p,,chrome 50.0 for android,,mobile
SM-J500M Build/LMY48B | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J500M Build/LMY48B,,chrome 62.0 for android,,mobile
Moto G (4) Build/NPJ25.93-14 | UnknownOS | chrome generic | UnknownScreen,Moto G (4) Build/NPJ25.93-14,,chrome generic,,mobile
MHA-L09 Build/HUAWEIMHA-L09 | UnknownOS | chrome 62.0 for android | UnknownScreen,MHA-L09 Build/HUAWEIMHA-L09,,chrome 62.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | safari generic | 2880x1800,MacOS,Mac OS X 10_13_1,safari generic,2880x1800,desktop
Windows | Windows 10 | chrome 61.0 | 1366x768,Windows,Windows 10,chrome 61.0,1366x768,desktop
Mi A1 Build/N2G47H | UnknownOS | opera | UnknownScreen,Mi A1 Build/N2G47H,,opera,,mobile
SAMSUNG-SM-G935A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
LG-X220 Build/LMY47I | UnknownOS | chrome 50.0 for android | UnknownScreen,LG-X220 Build/LMY47I,,chrome 50.0 for android,,mobile
BLADE V8 Build/NRD90M | UnknownOS | chrome 58.0 for android | UnknownScreen,BLADE V8 Build/NRD90M,,chrome 58.0 for android,,mobile
MacOS | Mac OS X 10_13_2 | safari generic | 2560x1600,MacOS,Mac OS X 10_13_2,safari generic,2560x1600,desktop
TA-1038 | UnknownOS | chrome 63.0 for android | UnknownScreen,TA-1038,,chrome 63.0 for android,,mobile
SM-J100VPP Build/LMY48B | Android 5.1.1 | chrome 63.0 for android | 801x480,SM-J100VPP Build/LMY48B,Android 5.1.1,chrome 63.0 for android,801x480,mobile
Pixel XL Build/OPM1.171019.011 | Android 8.1.0 | chrome 63.0 for android | 2562x1442,Pixel XL Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,2562x1442,mobile
Linux x86_64 | UnknownOS | firefox 57.0 | UnknownScreen,Linux x86_64,,firefox 57.0,,desktop
Windows | Windows 7 | chrome 62.0 | 1728x972,Windows,Windows 7,chrome 62.0,1728x972,desktop
Linux x86_64 | Linux | firefox 57.0 | 1366x768,Linux x86_64,Linux,firefox 57.0,1366x768,desktop
Windows | Windows 10 | firefox 57.0 | 1920x1080,Windows,Windows 10,firefox 57.0,1920x1080,desktop
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 63.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,,chrome 63.0 for android,,mobile
SM-G570M Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G570M Build/MMB29K,,chrome 63.0 for android,,mobile
Blade V6 Plus Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,Blade V6 Plus Build/MRA58K,,chrome 63.0 for android,,mobile
LG-D693n Build/LRX22G | UnknownOS | chrome generic | UnknownScreen,LG-D693n Build/LRX22G,,chrome generic,,mobile
SM-G531H Build/LMY48B | UnknownOS | chrome 60.0 for android | UnknownScreen,SM-G531H Build/LMY48B,,chrome 60.0 for android,,mobile
iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.0.2,mobile safari 11.0,2208x1242,mobile
GT-I9500 | UnknownOS | chrome 63.0 for android | UnknownScreen,GT-I9500,,chrome 63.0 for android,,mobile
LG-K240 Build/MXB48T | UnknownOS | chrome 62.0 for android | UnknownScreen,LG-K240 Build/MXB48T,,chrome 62.0 for android,,mobile
Windows | Windows 10 | firefox 57.0 | 1366x768,Windows,Windows 10,firefox 57.0,1366x768,desktop
rv:48.0 | Mac | firefox 48.0 | 1440x900,rv:48.0,Mac,firefox 48.0,1440x900,desktop
Moto G (5) Build/NPP25.137-82 | UnknownOS | chrome generic | UnknownScreen,Moto G (5) Build/NPP25.137-82,,chrome generic,,mobile
SM-G930V Build/NRD90M | Android 7.0 | chrome 60.0 for android | 1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 60.0 for android,1920x1080,mobile
MacOS | Mac OS X 10_10_5 | safari generic | 2560x1440,MacOS,Mac OS X 10_10_5,safari generic,2560x1440,desktop
MacOS | Mac OS X 10_13_1 | safari generic | 1366x768,MacOS,Mac OS X 10_13_1,safari generic,1366x768,desktop
Windows | Windows 10 | ie 11.0 for desktop | 1680x1050,Windows,Windows 10,ie 11.0 for desktop,1680x1050,desktop
Moto E (4) Build/NDQS26.69-23-2-3 | UnknownOS | chrome generic | UnknownScreen,Moto E (4) Build/NDQS26.69-23-2-3,,chrome generic,,mobile
UnknownDevice | UnknownOS | firefox 52.0 | UnknownScreen,,,firefox 52.0,,desktop
SM-J730GM Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J730GM Build/NRD90M,,chrome 62.0 for android,,mobile
iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1136x640,iOS Device,iOS 11.2.0,mobile safari 11.0,1136x640,mobile
Hisense L675 Build/MRA58K | UnknownOS | chrome 59.0 for android | UnknownScreen,Hisense L675 Build/MRA58K,,chrome 59.0 for android,,mobile
F3313 Build/37.0.A.2.108 | UnknownOS | chrome 62.0 for android | UnknownScreen,F3313 Build/37.0.A.2.108,,chrome 62.0 for android,,mobile
iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1136x640,iOS Device,iOS 9.3.5,mobile safari 9.0,1136x640,mobile
SM-J700M Build/MMB29K | UnknownOS | chrome 60.0 for android | UnknownScreen,SM-J700M Build/MMB29K,,chrome 60.0 for android,,mobile
SAMSUNG SM-G532M Build/MMB29T | UnknownOS | Samsung/SM-G532M | UnknownScreen,SAMSUNG SM-G532M Build/MMB29T,,Samsung/SM-G532M,,mobile
Windows | Windows Vista | chrome 49.0 | 1440x900,Windows,Windows Vista,chrome 49.0,1440x900,desktop
SM-G610M Build/MMB29K | UnknownOS | other | UnknownScreen,SM-G610M Build/MMB29K,,other,,mobile
TRT-L53 Build/HUAWEITRT-L53 | UnknownOS | chrome 63.0 for android | UnknownScreen,TRT-L53 Build/HUAWEITRT-L53,,chrome 63.0 for android,,mobile
XT1563 Build/MPDS24.107-52-5 | UnknownOS | chrome 60.0 for android | UnknownScreen,XT1563 Build/MPDS24.107-52-5,,chrome 60.0 for android,,mobile
SM-J500M Build/MMB29M | UnknownOS | chrome 50.0 for android | UnknownScreen,SM-J500M Build/MMB29M,,chrome 50.0 for android,,mobile
MacOS | Mac OS X 10_13_1 | safari generic | 1280x800,MacOS,Mac OS X 10_13_1,safari generic,1280x800,desktop
SM-J500M Build/LMY48B | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J500M Build/LMY48B,,chrome 63.0 for android,,mobile
MacOS | Mac | chrome 63.0 | 1920x1080,MacOS,Mac,chrome 63.0,1920x1080,desktop
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1680x1050,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1680x1050,desktop
